MEAN_RR,MEDIAN_RR,SDRR,RMSSD,SDSD,SDRR_RMSSD,HR,pNN25,pNN50,SD1,SD2,KURT,SKEW,MEAN_REL_RR,MEDIAN_REL_RR,SDRR_REL_RR,RMSSD_REL_RR,SDSD_REL_RR,SDRR_RMSSD_REL_RR,KURT_REL_RR,SKEW_REL_RR,VLF,VLF_PCT,LF,LF_PCT,LF_NU,HF,HF_PCT,HF_NU,TP,LF_HF,HF_LF,sampen,higuci,datasetId,condition
838.9756950066667,849.17517,114.9967721980145,14.88261936538857,14.88256686027477,7.726917511943775,72.9478498114155,8.4,0.1333333333333333,10.52707590038694,162.288927240621,-0.8124078921226743,-0.1564904666688925,-5.52335062368933e-05,-0.0001911257886275,0.0173954800341734,0.0077294937184142,0.0077294935309346,2.250532915594668,-0.8124078921226743,-0.1564904666688925,2259.833994968395,67.88498614148521,1058.573967551217,31.79936193408595,99.01712038543884,10.50778662478905,0.3156519244288404,0.9828796145611822,3328.915749144401,100.7418598559969,0.0099263603176418,2.21613202170574,1.159925780077167,2,interruption
964.7320448266668,980.847435,108.163925031339,20.97331630751739,20.97330665424154,5.157216123831125,63.06306342101778,24.4,1.2,14.83531658914482,152.2457971113491,0.0145940683812253,-0.5957714016396445,-3.508238241665145e-05,-0.00067087879053,0.0215131484006203,0.0112623631159385,0.0112623608968072,1.910180676928695,0.0145940683812253,-0.5957714016396445,2430.367576340182,60.98057169071341,1541.466292780727,38.67706954734987,99.12259411075166,13.64463486349515,0.3423587619367209,0.8774058892483564,3985.478503984403,112.9723373473896,0.0088517244440557,2.126009759922923,1.232956886563394,2,interruption
729.1758859199999,722.56142,76.20044530351817,21.78019226498452,21.78004402897356,3.498612150730356,83.19173559712141,26.93333333333333,1.0,15.40595642938311,106.6567964801347,-0.4701071985058789,0.1703026322407478,7.966448140514429e-05,-0.0013552170674474,0.0299755709200472,0.0157808193852376,0.0157807927266959,1.899493948209578,-0.4701071985058789,0.1703026322407478,989.8009970108257,27.65192877961067,2478.1647066329,69.23213270031513,95.69312841722856,111.5350425778617,3.115938520074195,4.306871582771446,3579.500746221587,22.2187094688462,0.0450071144501953,2.198231087700544,1.206518543355389,2,interruption
757.2088366266667,765.360295,100.4751416417854,16.54201435205038,16.54201179446175,6.073936311712337,80.82841382891185,8.733333333333333,2.133333333333333,11.70087225814618,141.6107261625059,0.1760383365979856,-0.5066751666327384,2.443846076385271e-05,0.000586535686394,0.0238514738403378,0.0115623988871443,0.0115623947903301,2.062848209367448,0.1760383365979856,-0.5066751666327384,2025.914557437816,57.01423573378595,1464.561240617814,41.21636794236474,95.88376209181412,62.87281981821017,1.769396323849315,4.116237908185862,3553.34861787384,23.29402824388076,0.0429294576932049,2.157575465170169,1.150595945224479,2,no stress
798.5496332866668,798.013775,98.1514336369207,11.74767955411271,11.74745048716218,8.35496347894161,76.29911548495497,3.266666666666667,0.0,8.309474035993725,138.5581484114552,0.4103264160607645,0.2087142186658985,-0.0001086018296683,-0.0001507132194752,0.0142820428821779,0.007043024644308,0.0070430186219768,2.027828043129203,0.4103264160607645,0.2087142186658985,1576.443907015445,71.27437027748968,619.6241434358419,28.01452080570977,97.52447927627745,15.72828093394806,0.7111089168005595,2.475520723722592,2211.796331385235,39.39554144779039,0.0253835830972209,2.076714553931292,1.180381298693134,2,interruption
788.42081904,792.746715,75.5266159350675,14.29747877250412,14.29745905866903,5.282512891735488,76.87034712391402,7.266666666666667,0.4,10.11320413382674,106.3309105169044,0.6925223633322277,-0.6300184856465458,-2.343429792994464e-05,-0.0011497904706383,0.0186406229703736,0.0089223185552975,0.0089223048091937,2.089212894030315,0.6925223633322277,-0.6300184856465458,1549.107886027846,59.00006151233862,1040.106846105019,39.61400523042561,96.61966991083936,36.38911694766972,1.385933257235774,3.380330089160646,2625.603849080535,28.58290976394869,0.03498594118858,2.08207252915815,1.151097369056755,2,no stress
794.8561492266667,818.04048,129.2541666445034,18.5513665538469,18.55127752826138,6.967366326859656,77.67714898016224,13.2,2.266666666666667,13.12211182537531,182.3213903281029,-0.966659118231278,-0.2305477855312302,-6.081477022658312e-05,-0.0006312894923423,0.0245874114004781,0.0157709832039245,0.0157709787958284,1.559028443728202,-0.966659118231278,-0.2305477855312302,2272.208309065634,63.26084477284915,1201.073961754,33.43925517395685,91.0180295850806,118.5260858731309,3.299900053193993,8.98197041491937,3591.808356692765,10.13341453829512,0.0986834197121717,2.119892987413104,1.249734309316498,2,no stress
920.6177672266668,939.2318,117.4770076724559,17.8724334398917,17.87121424249258,6.573084077641291,66.35913165057762,15.53333333333333,0.6666666666666666,12.64107398468776,165.6559625001835,-0.4439032830292295,-0.5219503544262654,0.0002280789154881,-0.0003775248252226,0.0192085978174524,0.009895348367291,0.0098953366771351,1.941174489717425,-0.4439032830292295,-0.5219503544262654,2462.646295989678,68.42702898631063,1120.379090768698,31.13082566689772,98.59960804258829,15.91253656188018,0.4421453467916394,1.40039195741172,3598.937923320257,70.40857919865907,0.0142028146481763,2.144162601157637,1.216418541336649,2,interruption
625.7402644,593.8304800000001,126.1508733168565,18.26174520931344,18.26157832776884,6.907930861532334,99.76059972396962,13.0,2.2,12.91719519368815,177.936032735192,0.4900025278288331,0.693915046023067,0.000155129036793,-8.117162973060205e-06,0.0321674583712876,0.0236709156089733,0.0236708338335533,1.358944406826974,0.4900025278288331,0.693915046023067,1596.564862242737,55.01140679588519,1046.095538067347,36.04437787209292,80.11892638775862,259.5828892801019,8.944215332021892,19.88107361224139,2902.243289590186,4.029909448070599,0.2481445334903915,1.907902089926956,1.292067262979239,2,no stress
1111.31732922,1147.6609,299.8602195136561,19.06481422143962,19.06346177295162,15.72846270783189,58.97228026139761,13.73333333333333,2.8,13.48440164200825,423.8519475075149,-0.5917342423614191,-0.1227106738613127,0.000243065799531,0.0001379269103626,0.02003926999092,0.0089821948468983,0.0089821814443118,2.23099925268709,-0.5917342423614191,-0.1227106738613127,8574.633466357813,92.40010148783476,685.5455193246108,7.387426623966334,97.2042799274387,19.71717058611978,0.2124718881988878,2.79572007256126,9279.896156268544,34.76896019793081,0.0287612857648677,2.157206214514016,1.071760626536038,2,time pressure
